2,3.0994415283203125e-06
5001,0.00011587142944335938
10000,0.0002357959747314453
14999,0.00038886070251464844
19998,0.0005068778991699219
24997,0.0006518363952636719
29996,0.0008161067962646484
34995,0.0013470649719238281
39994,0.0011749267578125
44993,0.0013339519500732422
49992,0.0016269683837890625
54991,0.0016937255859375
59990,0.0019812583923339844
64989,0.002012014389038086
69988,0.002146005630493164
74987,0.0024368762969970703
79986,0.0029838085174560547
84985,0.009042978286743164
89984,0.0026988983154296875
94983,0.0026433467864990234
