2,1.0967254638671875e-05
5001,0.0012421607971191406
10000,0.0022351741790771484
14999,0.0035059452056884766
19998,0.004390716552734375
24997,0.004426002502441406
29996,0.003503084182739258
34995,0.003921031951904297
39994,0.00492095947265625
44993,0.005125999450683594
49992,0.006515979766845703
54991,0.006811857223510742
59990,0.007522106170654297
64989,0.008787155151367188
69988,0.008522987365722656
74987,0.009996891021728516
79986,0.014497041702270508
84985,0.01030588150024414
89984,0.021524906158447266
94983,0.011150121688842773
