1,7.152557373046875e-06
5000,8.106231689453125e-06
9999,5.9604644775390625e-06
14998,5.7220458984375e-06
19997,7.152557373046875e-06
24996,5.7220458984375e-06
29995,5.0067901611328125e-06
34994,3.814697265625e-06
39993,3.814697265625e-06
44992,5.245208740234375e-06
49991,3.0994415283203125e-06
54990,4.0531158447265625e-06
59989,5.9604644775390625e-06
64988,6.9141387939453125e-06
69987,6.198883056640625e-06
74986,8.106231689453125e-06
79985,5.7220458984375e-06
84984,3.814697265625e-06
89983,6.9141387939453125e-06
94982,8.106231689453125e-06
