2,4.0531158447265625e-06
5001,4.0531158447265625e-06
10000,4.0531158447265625e-06
14999,4.0531158447265625e-06
19998,4.0531158447265625e-06
24997,4.0531158447265625e-06
29996,5.0067901611328125e-06
34995,5.7220458984375e-06
39994,4.76837158203125e-06
44993,4.76837158203125e-06
49992,3.0994415283203125e-06
54991,7.152557373046875e-06
59990,4.0531158447265625e-06
64989,9.059906005859375e-06
69988,7.152557373046875e-06
74987,3.814697265625e-06
79986,7.152557373046875e-06
84985,7.867813110351562e-06
89984,5.0067901611328125e-06
94983,6.9141387939453125e-06
