0,1.5974044799804688e-05
4999,0.0001652240753173828
9998,0.00011396408081054688
14997,0.00015997886657714844
19996,0.0003571510314941406
24995,0.0004930496215820312
29994,0.00039315223693847656
34993,0.0003559589385986328
39992,0.0006482601165771484
44991,0.0007970333099365234
49990,0.00080108642578125
54989,0.0007069110870361328
59988,0.0012149810791015625
64987,0.0010771751403808594
69986,0.0012969970703125
74985,0.0008709430694580078
79984,0.0014567375183105469
84983,0.0016911029815673828
89982,0.0018770694732666016
94981,0.0012080669403076172
