1,2.6226043701171875e-06
5000,2.6226043701171875e-06
9999,4.0531158447265625e-06
14998,4.0531158447265625e-06
19997,6.198883056640625e-06
24996,6.9141387939453125e-06
29995,1.9073486328125e-06
34994,2.1457672119140625e-06
39993,2.1457672119140625e-06
44992,2.86102294921875e-06
49991,2.86102294921875e-06
54990,4.0531158447265625e-06
59989,5.0067901611328125e-06
64988,2.86102294921875e-06
69987,3.0994415283203125e-06
74986,7.152557373046875e-06
79985,4.76837158203125e-06
84984,9.059906005859375e-06
89983,3.0994415283203125e-06
94982,5.0067901611328125e-06
